,z,x,y,s2:product_type,s2:mgrs_tile,sat:relative_orbit,s2:degraded_msi_data_percentage,instruments,sat:orbit_state,s2:processing_baseline,s2:datatake_type,proj:epsg,s2:saturated_defective_pixel_percentage,constellation,proj:bbox,gsd,epsg,ndvi,platform,s2:product_uri,s2:medium_proba_clouds_percentage,s2:reflectance_conversion_factor,s2:unclassified_percentage,s2:datastrip_id,s2:nodata_pixel_percentage,s2:water_percentage,s2:high_proba_clouds_percentage,s2:thin_cirrus_percentage,s2:vegetation_percentage,s2:cloud_shadow_percentage,eo:cloud_cover,s2:mean_solar_azimuth,s2:not_vegetated_percentage,s2:dark_features_percentage,s2:snow_ice_percentage,s2:mean_solar_zenith,s2:granule_id,s2:datatake_id,s2:generation_time
11,11,4.23414048109489,51.536218901335175,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7824546333082788,,,,,,,,,,,,,,,,,,,,,
12,12,4.2338468513805285,51.56175177569513,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6488208337990388,,,,,,,,,,,,,,,,,,,,,
13,13,4.223863441092233,51.51338316159071,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7864077669902912,,,,,,,,,,,,,,,,,,,,,
14,14,4.234434110809252,51.53666842377109,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6404290129067443,,,,,,,,,,,,,,,,,,,,,
15,15,4.236489518809783,51.55788588274626,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.736797583081571,,,,,,,,,,,,,,,,,,,,,
0,0,4.243683446811644,51.507629274411,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.5027376804380289,,,,,,,,,,,,,,,,,,,,,
1,1,4.204777509658726,51.58566636928579,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.5461259231443234,,,,,,,,,,,,,,,,,,,,,
2,2,4.244123891383186,51.50753936992382,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6406685236768802,,,,,,,,,,,,,,,,,,,,,
3,3,4.24133440909675,51.508348510308466,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7588413607275177,,,,,,,,,,,,,,,,,,,,,
4,4,4.249262411384515,51.50717975197509,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.731404958677686,,,,,,,,,,,,,,,,,,,,,
5,5,4.208301066231066,51.58072162249073,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.5334756940082904,,,,,,,,,,,,,,,,,,,,,
6,6,4.204483879944364,51.584317801978045,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.2232606438213915,,,,,,,,,,,,,,,,,,,,,
7,7,4.23414048109489,51.56265082056696,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7252846921293964,,,,,,,,,,,,,,,,,,,,,
8,8,4.248234707384249,51.507089847487904,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6713615023474179,,,,,,,,,,,,,,,,,,,,,
9,9,4.249849670813238,51.506460516077624,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.4794014409754295,,,,,,,,,,,,,,,,,,,,,
10,10,4.21094373366032,51.57991248210608,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.56510980513455,,,,,,,,,,,,,,,,,,,,,
11,11,4.257043598815098,51.49387388787201,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.352306182531894,,,,,,,,,,,,,,,,,,,,,
12,12,4.206392473087715,51.58180047633692,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6159079016221873,,,,,,,,,,,,,,,,,,,,,
13,13,4.204777509658726,51.58566636928579,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.5461259231443234,,,,,,,,,,,,,,,,,,,,,
14,14,4.249262411384515,51.50717975197509,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.731404958677686,,,,,,,,,,,,,,,,,,,,,
15,15,4.208301066231066,51.58072162249073,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.5334756940082904,,,,,,,,,,,,,,,,,,,,,
16,16,4.248234707384249,51.507089847487904,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6713615023474179,,,,,,,,,,,,,,,,,,,,,
17,17,4.249849670813238,51.506460516077624,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.4794014409754295,,,,,,,,,,,,,,,,,,,,,
18,18,4.21094373366032,51.57991248210608,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.56510980513455,,,,,,,,,,,,,,,,,,,,,
19,19,4.243683446811644,51.507629274411,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.5027376804380289,,,,,,,,,,,,,,,,,,,,,
20,20,4.244123891383186,51.50753936992382,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6406685236768802,,,,,,,,,,,,,,,,,,,,,
21,21,4.204483879944364,51.584317801978045,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.2232606438213915,,,,,,,,,,,,,,,,,,,,,
22,22,4.23414048109489,51.56265082056696,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7252846921293964,,,,,,,,,,,,,,,,,,,,,
23,23,4.24133440909675,51.508348510308466,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7588413607275177,,,,,,,,,,,,,,,,,,,,,
24,24,4.257043598815098,51.49387388787201,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.352306182531894,,,,,,,,,,,,,,,,,,,,,
25,25,4.206392473087715,51.58180047633692,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6159079016221873,,,,,,,,,,,,,,,,,,,,,
0,0,4.498407224020369,51.67916703595604,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7937672963542294,,,,,,,,,,,,,,,,,,,,,
1,1,4.4895983325895195,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8230408089563019,,,,,,,,,,,,,,,,,,,,,
2,2,4.480055366872766,51.68186417057153,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7657580919931857,,,,,,,,,,,,,,,,,,,,,
3,3,4.498113594306007,51.67907713146886,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7816241165440646,,,,,,,,,,,,,,,,,,,,,
4,4,4.498260409163188,51.67916703595604,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7910733516812253,,,,,,,,,,,,,,,,,,,,,
5,5,4.498847668591911,51.68006608082787,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.868727379438521,,,,,,,,,,,,,,,,,,,,,
6,6,4.479614922301224,51.68240359749463,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7403780460031884,,,,,,,,,,,,,,,,,,,,,
7,7,4.49503048230521,51.67880741800731,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.41151110153050224,,,,,,,,,,,,,,,,,,,,,
8,8,4.458473582867185,51.68716853531532,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.51683262209578,,,,,,,,,,,,,,,,,,,,,
9,9,4.4846066274453715,51.681774266084346,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8713882250706061,,,,,,,,,,,,,,,,,,,,,
10,10,4.489891962303881,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7834575789847356,,,,,,,,,,,,,,,,,,,,,
11,11,4.498407224020369,51.67916703595604,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7937672963542294,,,,,,,,,,,,,,,,,,,,,
12,12,4.498260409163188,51.67916703595604,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7910733516812253,,,,,,,,,,,,,,,,,,,,,
13,13,4.479614922301224,51.68240359749463,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7403780460031884,,,,,,,,,,,,,,,,,,,,,
14,14,4.458473582867185,51.68716853531532,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.51683262209578,,,,,,,,,,,,,,,,,,,,,
15,15,4.498847668591911,51.68006608082787,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.868727379438521,,,,,,,,,,,,,,,,,,,,,
16,16,4.49503048230521,51.67880741800731,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.41151110153050224,,,,,,,,,,,,,,,,,,,,,
17,17,4.480055366872766,51.68186417057153,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7657580919931857,,,,,,,,,,,,,,,,,,,,,
18,18,4.4895983325895195,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8230408089563019,,,,,,,,,,,,,,,,,,,,,
19,19,4.498113594306007,51.67907713146886,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7816241165440646,,,,,,,,,,,,,,,,,,,,,
20,20,4.489891962303881,51.67952665390477,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7834575789847356,,,,,,,,,,,,,,,,,,,,,
21,21,4.4846066274453715,51.681774266084346,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8713882250706061,,,,,,,,,,,,,,,,,,,,,
0,0,4.43072557486001,51.6962488885208,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6535994297933001,,,,,,,,,,,,,,,,,,,,,
1,1,4.438359947433413,51.69499022570024,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5557299843014128,,,,,,,,,,,,,,,,,,,,,
2,2,4.4526009885799525,51.68950605198208,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8270357183875043,,,,,,,,,,,,,,,,,,,,,
3,3,4.432193723431818,51.69597917505925,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7093607852525736,,,,,,,,,,,,,,,,,,,,,
4,4,4.434983205718254,51.69597917505925,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7559947299077734,,,,,,,,,,,,,,,,,,,,,
5,5,4.43424913143235,51.69606907954643,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5271724137931034,,,,,,,,,,,,,,,,,,,,,
6,6,4.438359947433413,51.69499022570024,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5557299843014128,,,,,,,,,,,,,,,,,,,,,
7,7,4.43072557486001,51.6962488885208,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.6535994297933001,,,,,,,,,,,,,,,,,,,,,
8,8,4.4526009885799525,51.68950605198208,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.8270357183875043,,,,,,,,,,,,,,,,,,,,,
9,9,4.432193723431818,51.69597917505925,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7093607852525736,,,,,,,,,,,,,,,,,,,,,
10,10,4.434983205718254,51.69597917505925,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.7559947299077734,,,,,,,,,,,,,,,,,,,,,
11,11,4.43424913143235,51.69606907954643,S2MSI2A,,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,,10.0,4326,0.5271724137931034,,,,,,,,,,,,,,,,,,,,,
0,0,4.42529342514432,51.696428697495165,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8480853735091023,,,,,,,,,,,,,,,,,,,,,
1,1,4.390204674278103,51.67233429493014,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.47862183478621834,,,,,,,,,,,,,,,,,,,,,
2,2,4.426761573716128,51.6967883154439,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7648562300319489,,,,,,,,,,,,,,,,,,,,,
3,3,4.391966452564273,51.67494152505844,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6472527472527473,,,,,,,,,,,,,,,,,,,,,
4,4,4.411933273140865,51.689416147494896,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6117896972915561,,,,,,,,,,,,,,,,,,,,,
5,5,4.392406897135816,51.675301143007175,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6074891340688733,,,,,,,,,,,,,,,,,,,,,
6,6,4.426761573716128,51.6967883154439,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7648562300319489,,,,,,,,,,,,,,,,,,,,,
7,7,4.391966452564273,51.67494152505844,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6472527472527473,,,,,,,,,,,,,,,,,,,,,
8,8,4.411933273140865,51.689416147494896,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6117896972915561,,,,,,,,,,,,,,,,,,,,,
9,9,4.390204674278103,51.67233429493014,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.47862183478621834,,,,,,,,,,,,,,,,,,,,,
10,10,4.42529342514432,51.696428697495165,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8480853735091023,,,,,,,,,,,,,,,,,,,,,
11,11,4.392406897135816,51.675301143007175,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6074891340688733,,,,,,,,,,,,,,,,,,,,,
0,0,4.208301066231066,51.60589487890195,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.44063324538258575,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
1,1,4.20198802737229,51.610659816722645,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7312480051069262,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
2,2,4.2072733622308,51.609760771850816,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6731517509727627,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
3,3,4.194647284513249,51.61254781095349,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.07094133697135062,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
4,4,4.236195889095422,51.62837100069768,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6615087040618955,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
5,5,4.201253953086386,51.610929530184194,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7132093242288674,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
6,6,4.2265061085214874,51.62675271992839,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6054495912806539,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
7,7,4.199932619371759,51.61857141159474,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.3702359346642468,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
8,8,4.220339884519893,51.622257495569244,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7338204592901879,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
9,9,4.208154251373885,51.60580497441477,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7081213108080603,Sentinel-2A,S2A_MSIL2A_20180918T105021_N0212_R051_T31UET_20201009T022036.SAFE,4.72099,0.989063941992689,2.022814,S2A_OPER_MSI_L2A_DS_ESRI_20201009T022038_S20180918T105420_N02.12,7e-06,53.870386,14.072485,0.003792,15.85687,1.64679,18.797268,166.300207756093,6.939108,0.865425,0.00134,50.8439378504213,S2A_OPER_MSI_L2A_TL_ESRI_20201009T022038_A016922_T31UET_N02.12,GS2A_20180918T105021_016922_N02.12,2020-10-09T02:20:36.764Z
