,z,x,y,s2:product_type,s2:mgrs_tile,sat:relative_orbit,s2:degraded_msi_data_percentage,instruments,sat:orbit_state,s2:processing_baseline,s2:datatake_type,proj:epsg,s2:saturated_defective_pixel_percentage,constellation,proj:bbox,gsd,epsg,ndvi,platform,s2:product_uri,s2:medium_proba_clouds_percentage,s2:reflectance_conversion_factor,s2:unclassified_percentage,s2:datastrip_id,s2:nodata_pixel_percentage,s2:water_percentage,s2:high_proba_clouds_percentage,s2:thin_cirrus_percentage,s2:vegetation_percentage,s2:cloud_shadow_percentage,eo:cloud_cover,s2:mean_solar_azimuth,s2:not_vegetated_percentage,s2:dark_features_percentage,s2:snow_ice_percentage,s2:mean_solar_zenith,s2:granule_id,s2:datatake_id,s2:generation_time
84,84,4.235021370237975,51.56678642697737,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8263234986398829,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
85,85,4.234580925666433,51.5645388147978,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6948502994011976,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
86,86,4.22166121823452,51.572360505182715,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.48842161298908704,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
87,87,4.2313509988084546,51.56849461223385,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8947368421052632,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
88,88,4.231644628522816,51.568404707746666,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8677824267782427,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
89,89,4.229295590807923,51.56948356159286,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8714778025542267,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
90,90,4.229589220522285,51.569573466080044,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8320085929108485,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
91,91,4.217844031947819,51.573888881464825,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.6032225579053374,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
92,92,4.230910554236912,51.568674421208215,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.871884213347628,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
93,93,4.227386997664572,51.57047251095187,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.8848824188129899,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
94,94,4.234287295952071,51.56363976992597,S2MSI2A,31UET,51.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{5690220.0, 609780.0, 499980.0, 5800020.0}",10.0,4326,0.7479067662367052,Sentinel-2A,S2A_MSIL2A_20190824T105031_N0212_R051_T31UET_20201005T041300.SAFE,0.163689,0.977084690826113,0.833259,S2A_OPER_MSI_L2A_DS_ESRI_20201005T041302_S20190824T105344_N02.12,0.0,64.860249,0.209316,2.93942,21.590284,0.083553,3.312424,161.301245706958,8.467212,0.851152,0.001865,42.0119208846852,S2A_OPER_MSI_L2A_TL_ESRI_20201005T041302_A021784_T31UET_N02.12,GS2A_20190824T105031_021784_N02.12,2020-10-05T04:13:00.336Z
0,0,4.681821259765428,51.63375969894727,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7675925925925926,,,,,,,,,,,,,,,,,,,,,
1,1,4.679575566528779,51.63339290635719,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8799399699849925,,,,,,,,,,,,,,,,,,,,,
2,2,4.681821259765428,51.63375969894727,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7675925925925926,,,,,,,,,,,,,,,,,,,,,
3,3,4.679575566528779,51.63339290635719,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8799399699849925,,,,,,,,,,,,,,,,,,,,,
4,4,4.681821259765428,51.63375969894727,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7675925925925926,,,,,,,,,,,,,,,,,,,,,
5,5,4.679575566528779,51.63339290635719,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8799399699849925,,,,,,,,,,,,,,,,,,,,,
6,6,4.681821259765428,51.63375969894727,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7675925925925926,,,,,,,,,,,,,,,,,,,,,
7,7,4.679575566528779,51.63339290635719,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8799399699849925,,,,,,,,,,,,,,,,,,,,,
8,8,4.681821259765428,51.63375969894727,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7675925925925926,,,,,,,,,,,,,,,,,,,,,
9,9,4.679575566528779,51.63339290635719,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8799399699849925,,,,,,,,,,,,,,,,,,,,,
0,0,5.035592800978836,51.70748500955449,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8184397163120567,,,,,,,,,,,,,,,,,,,,,
1,1,5.028706008386447,51.70739331140697,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8352609876294881,,,,,,,,,,,,,,,,,,,,,
2,2,5.033197394859744,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8549282296650718,,,,,,,,,,,,,,,,,,,,,
3,3,5.035592800978836,51.707301613259446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8240060297719992,,,,,,,,,,,,,,,,,,,,,
4,4,5.032149404682642,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.845123482628715,,,,,,,,,,,,,,,,,,,,,
5,5,5.032149404682642,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.845123482628715,,,,,,,,,,,,,,,,,,,,,
6,6,5.035592800978836,51.707301613259446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8240060297719992,,,,,,,,,,,,,,,,,,,,,
7,7,5.033197394859744,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8549282296650718,,,,,,,,,,,,,,,,,,,,,
8,8,5.035592800978836,51.70748500955449,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8184397163120567,,,,,,,,,,,,,,,,,,,,,
9,9,5.028706008386447,51.70739331140697,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8352609876294881,,,,,,,,,,,,,,,,,,,,,
10,10,5.035592800978836,51.707301613259446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8240060297719992,,,,,,,,,,,,,,,,,,,,,
11,11,5.032149404682642,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.845123482628715,,,,,,,,,,,,,,,,,,,,,
12,12,5.033197394859744,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8549282296650718,,,,,,,,,,,,,,,,,,,,,
13,13,5.035592800978836,51.70748500955449,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8184397163120567,,,,,,,,,,,,,,,,,,,,,
14,14,5.028706008386447,51.70739331140697,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8352609876294881,,,,,,,,,,,,,,,,,,,,,
15,15,5.035592800978836,51.707301613259446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8240060297719992,,,,,,,,,,,,,,,,,,,,,
16,16,5.033197394859744,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8549282296650718,,,,,,,,,,,,,,,,,,,,,
17,17,5.035592800978836,51.70748500955449,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8184397163120567,,,,,,,,,,,,,,,,,,,,,
18,18,5.032149404682642,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.845123482628715,,,,,,,,,,,,,,,,,,,,,
19,19,5.028706008386447,51.70739331140697,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8352609876294881,,,,,,,,,,,,,,,,,,,,,
20,20,5.032149404682642,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.845123482628715,,,,,,,,,,,,,,,,,,,,,
21,21,5.035592800978836,51.707301613259446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8240060297719992,,,,,,,,,,,,,,,,,,,,,
22,22,5.028706008386447,51.70739331140697,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8352609876294881,,,,,,,,,,,,,,,,,,,,,
23,23,5.033197394859744,51.707209915111925,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8549282296650718,,,,,,,,,,,,,,,,,,,,,
24,24,5.035592800978836,51.70748500955449,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.8184397163120567,,,,,,,,,,,,,,,,,,,,,
0,0,4.949208467809079,51.70757670770201,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6890628397477713,,,,,,,,,,,,,,,,,,,,,
1,1,4.952502151222831,51.70748500955449,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6206000472478148,,,,,,,,,,,,,,,,,,,,,
2,2,4.969120281174032,51.709685765095,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7240184757505773,,,,,,,,,,,,,,,,,,,,,
3,3,4.939177704685381,51.70803519843962,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6627601052379813,,,,,,,,,,,,,,,,,,,,,
4,4,4.975108796471762,51.710419350275174,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7472259810554803,,,,,,,,,,,,,,,,,,,,,
5,5,4.939177704685381,51.70803519843962,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6627601052379813,,,,,,,,,,,,,,,,,,,,,
6,6,4.975108796471762,51.710419350275174,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7472259810554803,,,,,,,,,,,,,,,,,,,,,
7,7,4.949208467809079,51.70757670770201,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6890628397477713,,,,,,,,,,,,,,,,,,,,,
8,8,4.952502151222831,51.70748500955449,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6206000472478148,,,,,,,,,,,,,,,,,,,,,
9,9,4.969120281174032,51.709685765095,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7240184757505773,,,,,,,,,,,,,,,,,,,,,
10,10,4.975108796471762,51.710419350275174,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7472259810554803,,,,,,,,,,,,,,,,,,,,,
11,11,4.949208467809079,51.70757670770201,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6890628397477713,,,,,,,,,,,,,,,,,,,,,
12,12,4.939177704685381,51.70803519843962,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6627601052379813,,,,,,,,,,,,,,,,,,,,,
13,13,4.975108796471762,51.710419350275174,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7472259810554803,,,,,,,,,,,,,,,,,,,,,
14,14,4.969120281174032,51.709685765095,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7240184757505773,,,,,,,,,,,,,,,,,,,,,
15,15,4.952502151222831,51.70748500955449,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6206000472478148,,,,,,,,,,,,,,,,,,,,,
16,16,4.949208467809079,51.70757670770201,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6890628397477713,,,,,,,,,,,,,,,,,,,,,
17,17,4.975108796471762,51.710419350275174,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7472259810554803,,,,,,,,,,,,,,,,,,,,,
18,18,4.969120281174032,51.709685765095,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7240184757505773,,,,,,,,,,,,,,,,,,,,,
19,19,4.939177704685381,51.70803519843962,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6627601052379813,,,,,,,,,,,,,,,,,,,,,
20,20,4.952502151222831,51.70748500955449,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6206000472478148,,,,,,,,,,,,,,,,,,,,,
21,21,4.952502151222831,51.70748500955449,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6206000472478148,,,,,,,,,,,,,,,,,,,,,
22,22,4.949208467809079,51.70757670770201,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6890628397477713,,,,,,,,,,,,,,,,,,,,,
23,23,4.969120281174032,51.709685765095,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7240184757505773,,,,,,,,,,,,,,,,,,,,,
24,24,4.939177704685381,51.70803519843962,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6627601052379813,,,,,,,,,,,,,,,,,,,,,
0,0,4.91013340549139,51.71317029470082,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6919579425973288,,,,,,,,,,,,,,,,,,,,,
1,1,4.867465233995063,51.70482576327637,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7050666666666666,,,,,,,,,,,,,,,,,,,,,
2,2,4.9045940288409895,51.71252840766817,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.826797385620915,,,,,,,,,,,,,,,,,,,,,
3,3,4.926152683912818,51.71023595398013,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7908395253410225,,,,,,,,,,,,,,,,,,,,,
4,4,4.9045940288409895,51.71252840766817,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.826797385620915,,,,,,,,,,,,,,,,,,,,,
5,5,4.91013340549139,51.71317029470082,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6919579425973288,,,,,,,,,,,,,,,,,,,,,
6,6,4.867465233995063,51.70482576327637,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7050666666666666,,,,,,,,,,,,,,,,,,,,,
7,7,4.926152683912818,51.71023595398013,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7908395253410225,,,,,,,,,,,,,,,,,,,,,
8,8,4.9045940288409895,51.71252840766817,S2MSI2A,31UFT,8.0,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.826797385620915,,,,,,,,,,,,,,,,,,,,,
